2216627192	E8qsNpqQ5	柠檬黄莲味中秋	NULL	Lemon flavor berbetine Mid Autumn Festival
2278935500	E8qfclZm0	球球携球票祝大家月饼节快乐🌕🌕🌕<br/>身体健康天天开心越变越好看！<br/>转发并关注 18号晚上平台抽一名小可爱<br/>送 美心月饼一盒 <br/>（口味任选 蛋黄冰皮随你喜欢[瑜伽二]🏼）<br/>（此条由球票赞助冠名播出）	NULL	The ball carrying tickets I wish you all a happy mooncake <br/> healthy happy every day became more and more beautiful! <br/> forwarding and attention on the evening of 18 platform a little cute <br/> sent a box of moon cake festival (<br/> egg tastes optionally ice skin as you love yoga [two] (<br/>) of this article by the title sponsor broadcast tickets)
2279235862	E8dr4fq0W	阿YAN 不喜欢舔人，如果你在吃东西时候它也想吃就会走到你旁边看着你，如果发现你还没注意它，它就会用胡子扎扎你的腿或者对着你的腿呼气。	NULL	A YAN does not love lick, if you eat also want to eat when it will come to you to see you, if you haven't noticed it, it will use your legs or beard Ariza against your legs breath.
2279467032	E8QpKwA66	[星星]，  给一分  这一分是看着解放军的面子给的， 电影零分[拜拜] 那个台湾演员的国语真是让我分分钟就跳戏[拜拜][拜拜] 对国产片子真的不用有任何期望，因为它总是会不出意料的烂！	NULL	[the stars], for this is looking at the PLA's face to the film zero [] the bye Taiwan actor Mandarin really let me minute jump [] [] bye bye play on the domestic film really do not have any expectations, because it is not a surprise!
2279876513	E8qykcDoi	跟风玩了美颜相机，为什么…………	NULL	Follow the trend of play beauty camera, why............
2280321862	E8Bgbx6zp	中秋小聚🌕 四个人能一起吃个饭实在是不容易[笑cry]	NULL	Mid Autumn Festival small four people can gather together to eat a meal is really not easy to laugh [cry]
2280353475	E8Py9bXlX	猫叔虽然你是大爷，也要注意形象啊。	NULL	Cat uncle, although you are uncle, also want to pay attention to the image ah.
2280857620	E8WqRpNFA	 我为张继科加油，祝TA顽强拼搏，超越极限，争创佳绩！来奥运巅峰榜为自己的体育爱豆加油吧！ 	NULL	I cheer for Zhang Jike, I wish TA and hard work, striving for success beyond the limit! Come to the top of the Olympic Games for their sports love beans refueling bar!
2281098891	E8E5h4vyz	他独处的时间就是坏人作案的时间 	NULL	His time to be alone is the time for the bad guys to commit the crime.
2281178397	E8jmcllvf	这台风真的是！！！.....厉害了我的哥	NULL	This typhoon really is!!! My brother... Badly.
2281600535	E8QESra0r	 <br/>    玉林市公安局玉州分局刑侦大队在对案件进行充分研判的前提下，有效利用“天网+地网”的侦查模式，在打击团伙案、系列案件上取得了显著成效。9月16日，刑侦大队成功打掉了一个系列盗窃五羊本田摩托车团伙案，破案7起，共抓获团伙成员3名，立为网逃2名。 <br/>市&nbsp;	NULL	<br/> Yulin Municipal Bureau of Public Security Bureau of Criminal Investigation Brigade Yuzhou fully judged in the case under the effective use of "network + network" mode of investigation, has made remarkable achievements in the fight against gangs, series of cases. In September 16th, the Criminal Investigation Brigade successfully destroyed a series of Wuyang Honda motorcycle theft gang case, detection 7 cases, arrested 3 gang members, for the network to escape 2. &nbsp city <br/>;
2282025291	E8zQiF1iW	 美轮美奂忒好看了[酷]	NULL	Magnificent, beautiful [cool]
2282623763	E8ALLqhfp	流水账	NULL	Running account
2282765132	E8QIqyS17	啊感觉过高的关注度有时候真不是什么好事 是球迷呢还是粉丝呢还是二者兼有呢 隐约感觉到了娱乐圈粉圈掐架的架势 可怕[拜拜] 希望他们都可以不受影响 龙队 之后的比赛加油！比哈特！[心]	NULL	Ah feel high attention sometimes really not what good is fan or fans or some combination of the two. Glimpses of the entertainment circle fighting posture [powder] terrible bye hope they can not influence the dragon team after the game refueling! Bihart! [heart]
2283895975	E8JjdDrK4	过去三个月最佳回忆 [月亮]	NULL	The best memories of the past three months [moon]
2284051537	E8WtMyEpc	 已经在内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！	NULL	Has been in the mainland list for you, you are my only persistent in this life oh. Awesome！
2284177582	E8jctxQfo	今天全队状态可以	NULL	Today, the whole team can be
2284355970	E8zn53IeL	中秋快乐。	NULL	Happy mid autumn festival.
2285078331	E7XOgsRgp	一点水都不往下渗的井盖。	NULL	The water is not seepage down a manhole cover.
2285145124	E88WbjdMb	重发一遍是因为穿条纹千万不要点原图[红中]️[红中]️	NULL	Repeat again because wear stripes do not point to the original [red] up [red] up
2285484653	E8QzympK5	真尴尬 又一个朋友生孩子了[睡]	NULL	I was so embarrassed that a friend gave birth to a baby.
2285772090	E8C1ZBLxN	爱情暴露你的趣味 你的智商 你隐秘的价值观 你选择的人 要么照出你是怎样的人 要么折射出你缺失了什么	NULL	Love exposes you to the taste of your intelligence, your secret values, the people you choose, or the people who show you what you are or what you're missing.
2286022917	E8rqVAm1M	借我我十年借我亡命天涯的勇敢 借我说得出口的旦旦誓言 借我孤绝如初见 借我不惧碾压的鲜活 借我生猛与莽撞不问明天 借我一束光照亮黯淡 借我笑颜灿烂如春天 借我杀死庸碌的情怀 借我纵容的悲怆与哭喊 借我怦然心动如往昔 借我安适的清晨与傍晚  借我喑哑无言 不管不顾不问不说 也不念 静看光阴荏苒	NULL	Lend me ten years I borrowed my fugitive brave to say so I borrow the vow I borrow alone as first borrow my fear of fresh and vigorous rolling by my reckless ask tomorrow I borrow a light dim smile as bright as the spring I borrow lend me kill mediocre feelings by grief and sad cry I indulged my heart like the morning and evening by the past I borrow comfort I borrow the dumb words do not read do not be careless with that static see Time passes very quickly.
2286316821	E8XVe5Pow	发表了一篇转载博文《[转载]国家核电副总：中国在未来10年至少将建造60座核电厂》	NULL	Published a reprint "[reproduced] state nuclear power deputy general: China in the next 10 years will build at least 60 nuclear power plants"
2286530453	E8AVs7xXT	[蜡烛]	NULL	[candle]
2286695795	E8JfW3lrf	[兔子]	NULL	[rabbit]
2286917107	E8Fn8AKRK	中秋佳节农家院〜赏月[干杯][干杯][干杯]	NULL	The Mid Autumn Festival moon ~ farmyard [cheers cheers] [] [].
2287160067	E8JWofwES	🔜在路上 with you	NULL	On with you
2287650181	E85JJfWKV	微博买影票，绝对贵不了！我发现《反贪风暴2》在微博上就可以直接买到！[doge]——来自像我这样有品位又会过日子的宝宝们最喜欢的微博电影(ง •̀_•́)ง～	NULL	Micro-blog buy movie tickets, absolutely not expensive! I found that the "2" anti-corruption storm on micro-blog can directly buy! [doge] -- like me taste will live babies love micro-blog film (- _ - '~)
2287825007	E8rnChT4V	中秋节快乐[微笑] ，抓住中秋的小尾巴，希望，明年，可以有人和我一起过中秋[doge][doge][doge] 	NULL	Happy Mid Autumn Festival [smile], to seize the Mid Autumn Festival, the small tail, hope that next year, you can have a person and I have a mid autumn festival [doge][doge][doge]
2288469980	E8kr67YDR	献给水逆🙄&gt;&gt; (来自)	NULL	To the water inverse &gt; &gt; (from)
2289205842	E8mlwe75x	中秋快乐	NULL	Happy Mid-autumn Day
2289272604	E8K780VUF	分享图片	NULL	Share pictures
2289364623	E8JSi7ZVF	不知道是失去耐心还是怎样  <br/>越来越觉得别人的事情与我无关  <br/>懒得去培养感情懒得去否定懒得去理会能分分钟解决的问题绝对不瞻前顾后拖泥带水  <br/>对所有人礼貌客气  <br/>只关心重要的几个人	NULL	Do not know how to lose patience or <br/> feel more and more of others. I have nothing to do with <br/> too lazy to cultivate feelings too lazy to deny care can solve the problem of no minutes for all <br/> have both polite <br/> only cares about a few important person
2289376027	E8B1Ns3Sc	累了     所以要休息<br/>好么	NULL	Tired so have to rest <br/> good Mody
2289530090	E8JSmjtz2	哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 分享一个网站 www.whydidyoubuymethat.com 感觉营销号以后微博会有很多营销号来这里找素材。	NULL	Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha.
2290264431	E8QfXkG9w	[泪][泪][泪]依然沉浸在我科的输球中爬不出来	NULL	[] [] [] tears tears tears still immersed in the losing of our department climb out.
2290786264	E8qId1Vh4	 老实说已经完全没了推理的元素 整体感觉也更像是动作片 在过去的20部剧场版里这是唯一一部通篇完全为主线剧情服务的(漆黑的追迹者里好歹还有个北斗七星电梯的推理梗)目的就是为了给朗姆造势 可见官方是有多重视朗姆篇 真不容易啊连载20年终于干到了组织老二 附上月良心文艺风象做了专栏	NULL	To be honest has completely no reasoning elements of the overall feeling is more like action movies in the past 20 movie this is the only full-length complete storyline service (the Raven Chaser in good and evil also has the Big Dipper lift reasoning stems) the purpose is to give an official is visible rum how much rum piece is not easy to dry after 20 years of serial tissue of second last month as the conscience of literary style column
2290862210	E8Tpv3ecs	深夜出来虾仁~[闭眼][闭眼][闭眼] 	NULL	Night out, eyes closed, eyes closed behind shrimp.
2291567117	E8Jrz2ut2	每天晚上都摸你大腿睡觉 好害怕之后回去了失眠呀[doge][偷笑]	NULL	Every night you sleep well after being afraid to touch the thighs back insomnia. [doge][you.
2291746685	E8zV7oF6d	[星星][星星][星星][星星]， 比丧尸跟可怕的是人性。。。 揭露人性的片啊[doge][doge] 最喜欢的是胖大叔，最催泪的是最后小孩唱的歌 是原本学校没唱要给爸爸听的歌吧[悲伤][悲伤] 	NULL	[[] [] [] the stars stars stars stars, with terrible human nature than zombies... The most exposed human ah [doge][doge] love is fat uncle, the tear is the last child song is the original school did not sing to listen to the song [dad], sad sad
2292051795	E7XBHcWgU	元气少女爬山记[哈哈][哈哈][哈哈]	NULL	Girl remember [HA [] vitality mountain climbing, ha ha ha ha.
2292218257	E8JhVfLIo	微博又开始抽风。好多条微博没发出去。自动进了草稿箱。你能不能当时发的时候就提醒我发送失败呀。这破壁软件怎么越做越抽抽呢！你要不行就别更新了。越更新越操蛋。丢不丢人！	NULL	Micro-blog began ventilation. A lot of micro-blog did not send out. Automatically into the draft box. Could you remind me to send a failure at the time you send it. This software is more broken pumping! Don't update if you don't have to. The more updated the more fuck. Lost no shame!
2292412283	E82u9aTlC	每天夜晚都还能看到高清的白云。心里美啊	NULL	Every night can see the high definition of white clouds. Us ah
2292614521	E8RmBgh30	买了波西米亚风的桌布和[星星]灯	NULL	Bought the Bohemia wind table cloth and the stars
2292900501	E8TENinbQ	生活难过我也难过  真累啊	NULL	Sorry I'm sorry I'm tired of life
2292918085	E8TDUEMnE	 期待！！！！静等大家的分析！！！最后十秒简直惊喜！！！[笑cry][笑cry][笑cry]	NULL	Look forward to!!!! Static and so on everyone's analysis!!! The last ten seconds can surprise!!! [laughs cry][laughs cry][laughs cry]
2292946997	E8NmZkkig	那种具有亲和力并带有正义的笑容真能感染我	NULL	That kind of affinity and justice with a smile really infected me
2293107013	E8Rogo9zF	最好。	NULL	Best。
2293238201	E8ictcAzZ	好几个月的纠结终于画上了句号 希望后面顺利。 	NULL	Several months of tangled finally draw a period of hope that the end of the smooth.
2293461871	E8XXUtaIt	总要去尝试些不敢做的事情，总要疯一回。	NULL	Always try to do things not dare to do, always go crazy back.
2294295497	E8IMHvzGR	第一个不在爸爸妈妈身边的中秋小长假.简单  充实  轻松  愉悦# 17	NULL	The first is the mom and dad around the Mid Autumn Festival holiday. Simple full relaxed # 17
2294753901	E8JmE6ShO	将来啊 就算白发苍苍 固执的支持不同的球队 也要手拉手坐长长的火车一起去看球赛🚂	NULL	Even if the future ah grey-haired stubborn support different teams to hand in hand to sit a long train and go to watch the game
2294871380	E8SRC8fQ7		NULL	
2294936492	E8SWSDEzF	不知道从什么时候开始，我已经习惯漫无目的的等待，让人感觉自己闲，随时我都会回复，可其实我也有很多事情要做，只是因为重要的人我才停下来。	NULL	Do not know what time from the beginning, I have a habit of aimless waiting, let people feel free, at any time I will reply, but I also have a lot of things to do, just because of the importance of the people I stopped.
