1688978637	E5PsWoYOV	水逆真的开始了	NULL	The water inverse really began.
1733956300	E5QV1syAZ	早睡睡得着吗？	NULL	Early to bed and sleep?
1733956300	E5HZF6Qro	晚安	NULL	Good night
1733992630	E5Ovv0MgX	 不用想太多啦，设置评论权限而已，无需过多脑补。这样也好呀，以后大家专心轮博控首页控超级话题[doge]。我们要学习：心越大，笑的就越灿烂	NULL	Don't think too much, just set the comment permissions, without too much brain. This is also good ah, we focus on the topic of the next round of the home control super topic [doge]. We want to learn: the greater the heart, the more brilliant smile
1733992630	E5fs0t6be	娜扎家的小可爱们，不要给智障添热度，该举报的举报。不要下水。不要中计。	NULL	Nuozha home cute little girls, don't give the report of the retarded Tim heat, report. Do not enter the water. Don't be trapped.
1734013040	E5E3AjGYs	沈浸在開學的悲傷中無法自拔	NULL	Shen in the school of sadness can not extricate themselves
1734013040	E5f9np9Wi	，我是第52个申请开通超级话题的粉丝，申请粉丝越多，开通几率越大，大家快来帮我加快开通速度吧~	NULL	, I was the fifty-second application to open a super topic of the fans, the more fans, the more open the chance, we come to help me to speed up the opening of it ~ ~
1734145757	E5U6cyT1c	这样算是活了吧	NULL	This is live.
1734145757	E5PLMcRZq	甜馨，你爹在我们这儿，你在哪里	NULL	Sweet hope, your father here, where are you
1734274325	E5NIxrE1d	电影《美人鱼》宣传曲《世间始终你好》MV （分享自 ） 	NULL	Movie "Mermaid" propaganda song "the world is always good" MV (share from)
1734274325	E5N2p1YCe	当你老了----莫文蔚 （分享自 ） 	NULL	When you're old Karen Mok (share)
1735105410	E4USj4Pok	不想开学！	NULL	Don't want to start school!
1735351840	E5mIdjLO1	新发色	NULL	New hair color
1735351840	E4S8deFxM	老九门要看不下去了  一集40分钟30分钟都是陆建勋那贱逼娘炮脸   我快瞎了	NULL	To see the old nine door on a set of 40 minutes and 30 minutes are Lu Jianxun's cheap force newhalf face I go blind
1735426322	E5MZxDYhl	女神……！！！！！！！！[泪][泪][泪][泪]	NULL	Goddess......!!!!!!!! [] [] [] [tears tears tears tears]
1735426322	E5MUNEJ4m	妈的 抽奖绝缘体	NULL	Mother lucky draw insulator
1736248422	E5LJc6Znh	早饭是牛肉面哦，真心认为比生煎好次[哈哈] 	NULL	Breakfast is beef noodles, oh, really good times than that fried [laughs]
1736248422	E5HgKEnQJ	到现在还是满手麻小的味道，多谢小盆友的招待！[爱你][爱你][爱你] 	NULL	Now is the hand full of small taste for kid reception! Love you love you
1736315592	E5WOflICj	[喷气]8月31号明晚8点update，转发抽取5个bb[喷气]<br/>我自己喜欢的随性感长款风衣，厚度适合秋季穿着，是飘逸型的风衣，袖口的设计是我自己最喜欢的细节，比以前出过的正常版型的风衣多了点俏皮感（喜欢厚款板挺型的风衣可以看下期）这个特别的灰豆沙枚粉色是我们定染的颜色，老顾客知道我个人很喜欢豆沙色系&nbsp;	NULL	Tomorrow []8 31 jet at 8 update, 5 bb[]<br/> jet forward from my own love with sexy long coat, the thickness for autumn wear, is elegant type of the coat, the cuff design is my most love the details of normal version than before the coat a little cute (a very thick sense of love in the coat can see next) this special gray sand gold pink is our dyed colors, and old customers know that I love red bean color &nbsp;
1736315592	E5VcnhUki	早 先用minmin的照片打个招呼[害羞]	NULL	Earlier with the Minmin picture to say hello [shy]
1736423440	E5NiD9ilL	我快胖成二师兄了[猪头][猪头][猪头]	NULL	I fast fat into two brothers [] [] [PigHead PigHead PigHead]
1736423440	E5wJlyImn	分享一只汪 	NULL	Share a Wang
1736609947	E5lM86SYy	我很在乎你！ 	NULL	I care about you very much!
1736609947	E5ftd1uAo	分享图片 	NULL	Share pictures
1736670160	E5PmsxN2i	今天这瓶没有健健 差评	NULL	Today this bottle has no bad health
1736708263	E5upd4PPD	头疼晕然后饿醒 [拜拜] 这一天过的 我要吃大餐	NULL	Dizzy and headache []. Hungry and wake up the day I want to eat dinner
1736958620	E4VXpg2Kr	刚在老九门，播到大土司跟二爷的片段，我妈问我，土司是谁，怎么会有个这样的角色。我说我哪知道她为什么要改个面包的名字[笑cry]	NULL	Just in the old nine door, sowing to toast with putting fragments, my mother asked me, who is toast, how there will be one such role. I said I knew where she was going to change the name of a loaf of bread [laughs cry]
1737151553	E5jQU8LB3	[脚印]呵呵，喜刷刷喜唰唰，满脑子都是无人车智能化吧。[哼][伦敦奥火][汽车]	NULL	[footprints] Oh, brush hi xishuashua, is full of intelligent unmanned vehicles. [] [] [hum fire car] London Olympic
1737151553	E5jQNBWue	无人车智能化吧赢得不少称赞，确实是得到了大家的认可。[闭嘴][西瓜][圣诞帽]	NULL	Unmanned vehicle intelligent it won a lot of praise, is to get everyone's approval. [[] []] shut up watermelon Christmas hat
1737278453	E5V0M7n2c	天气阴沉沉……	NULL	Overcast weather......
1737278453	E5QFgikfF	开心不开心，难过不难过，都要会自愈。	NULL	Happy not happy, sad not sad, all want to be able to heal.
1737453754	E5TLTsKqK	(๑`･ᴗ･´๑)	NULL	('into into)
1737453754	E5TsWiwe6	[doge]	NULL	[doge]
1738173692	E5PMmbt6H	来 跟我念 三个字 不！能！吃！ [怒骂]明！天！吃！[怒骂]	NULL	Come and say three words to me! Can! Eat! [at] ming! Day! Eat! [at]
1738173692	E5F4kstGM	早上有做瑜伽 下午去游泳 又看见了帅大爷救生员 昨天做头发店里新去了一个帅哥理发师 啊 世界美好 仅有的小活动范围内还是可以有养眼的出现 不过今天游泳状态也不错 感觉运动量达标 毕竟洗完澡回寝室的路上觉得再游半个小时就回不来了 很饿	NULL	Do yoga to go swimming this afternoon and saw a handsome lifeguard uncle yesterday hair shop to a new handsome barber ah small range of activities of the world only good or can appear to be seductive but also feel good today swimming State Road exercise standard after all bath back to the bedroom that swim for half an hour don't come back very hungry in the morning.
1738265844	E5k7HEMQQ	第一次上热评不舍得点掉……666的时候还截图留念[笑cry][笑cry][笑cry]	NULL	The first time on the "not willing to point out...... 666 of the time also screenshot [laughs cry][laughs cry][laughs cry]
1738265844	E55X5cnY7	谍影重重镜头那么晃还3D简直不是人[拜拜]两个人回到家都还想吐[拜拜]	NULL	Bourne then Akira 3D lens is simply not human [] bye two personal home is sick. []
1738480235	E5HR38XU9	说好的早睡也没有，可能是因为这样，眼睛里才会长痘，晚安神经病	NULL	No good sleep, probably because of this, the eyes can grow blain, good night.
1738569341	E5FNCiBxl	我怎么老心疼威少。	NULL	How do I always feel bad.
1738569341	E5xrsFG8m	手机屏摔碎了    心塞   [悲伤]IU的脸都花了   明天去换[失望]	NULL	Cell phone screen broke the heart of the heart of the heart of the "sad]IU" of the face are spent to change tomorrow [disappointed]
1738815657	E5XSi02Iy	最后的狂欢	NULL	last hurrah
1738815657	E5Ul8EKnH	不知道退网以后回来是不是一个粉丝都没了……	NULL	Do not know back after the network is not a fan is not a......
1738932247	E5YET4KKq	找了很久的视频，笑死我了！可以不爱，但别伤害！[笑cry]	NULL	For a long time to find the video, killing me! Can not love, but do not hurt! Laugh cry]
1738932247	E5Ygx7bWv	哈哈哈哈哈不敢用，你坐的这么屌屌的样子，很容易被老师叫起来回答问题你知道吗[偷笑]	NULL	Ha ha ha ha ha not used, you sit so prick like, very easy to call by the teacher to answer questions you know [laughing]
1739253960	E5KeohgiX	经常脱发的人体内常缺铁。将何首乌水煎，弃渣去汁，用汁炖核桃仁与猪脑，熟后调味服食，每天1次，直至长出新发。 	NULL	Often hair loss of the human body often iron deficiency. Polygonum multiflorum decoction, to slag juice, with walnuts and pig brain juice stew, cooked seasoning food, 1 times a day, until the new growth.
1739253960	E5FsWskif	很讨厌那种亲戚间的聚会	NULL	Hate that kind of party.
1739446681	E5yW1nOEx	要是自己会画画就好了 就可以自己给自己做指甲了	NULL	If you can draw will be able to make their own nails
1739493853	E5xdaaNl3	分享视频  .	NULL	Share video.
1739493853	E55Dm6m3g	分享图片	NULL	Share pictures
1739497727	E5YuM7j4c	[不好意思][不好意思][不好意思][不好意思]心痛[不好意思][不好意思][不好意思]	NULL	Feel shy, feel shy. [[] [] feel shy feel shy, feel shy, feel shy heartache feel shy.
1739497727	E5Xjt7X9S	我分享了  的头条文章以前喜欢，现在不喜欢 	NULL	I shared the headlines before I liked it, and now I don't like it
1740300361	E5ezNiMiR	我在FitTime完成了第4次「轻柔流瑜伽（一）」「瑜伽热身」#	NULL	I finished fourth in the FitTime "Soft Flow Yoga (a)" and "warm-up" # Yoga
1740300361	E4V5Rp9HP	我在FitTime完成了第6次「轻柔流瑜伽（二）」「瑜伽热身二」#	NULL	I finished the sixth "soft flow yoga in FitTime (two)" and "two" # Yoga warm-up
1740312472	E5du2z0Xd	分享图片	NULL	Share pictures
1740558741	E5EwBCOgJ	我参与了 发起的投票 【大学新生报到，你支持家长陪同吗？】，我投给了“不支持，孩子人生重要一课应该自己上”这个选项。你也快来表态吧~	NULL	I participated in the launch of the vote [University Freshmen to report, you support the parents to accompany it? I voted for the "no support, the important lesson in the life of children should be on their own" this option. And you come to the position.
1740558741	E5kGZvuHA	【台湾“汉光”演习又死人了，你怎么看？】 [笑cry][笑cry][笑cry][笑cry]蔡英文笑哭我了	NULL	"[Taiwan Hanguang exercises the dead again, how do you see? [laughs cry][laughs cry][to smile cry][to smile cry] Cai Yingwen to laugh to cry me
1740573023	E5UrXf7fU	耐心，等…… 	NULL	Patience, etc.......
1740573023	E5uGYB5OC	爬山 	NULL	Mountain climbing
1740694091	E5XpWkKCd	啊……这个风是这么的喧嚣 带走我内心的温度 轻轻的抬起头 看！ 那朵云～ 像不像正在生日会的大张伟[微笑]	NULL	Ah ah...... The wind is so noisy take my heart of the temperature gently looked up! It is like a cloud to the birthday party Wowkie Zhang [smile]
1740694091	E5XhZv93L	啊啊啊啊……群里的……太嫉妒……你们嗨吧，生日快乐	NULL	Ah ah ah ah...... Group of...... Too jealous...... Hello, happy birthday to you.
1741665277	E5GxLvcRW	对自己的生日都没这么敏感过[doge][doge]	NULL	On their own birthday is not so sensitive to [doge][doge]
1741807211	E5XnO1p9E	我觉得这个案件完全可以拍成一部电视剧或者电影，以此来给众人警惕，提高安全保护意识。毕竟此案件破了这么多年，有很多细节。但是其实也让人想不通的是，那个杀人犯为什么要这样做？这样做对他有什么好处？而且他是怎么做到杀了人让警察二十多年后才破案的？他还留了那么多的线索？	NULL	I think this case can be made into a movie or TV series, in order to give the people of vigilance, enhance the awareness of safety protection. After all, this case broke for so many years, there are a lot of details. But in fact, it is not unreasonable to think that the murderer why want to do? What good does it do to him? And how did he kill people to get the police to solve the case more than and 20 years later? He left so many clues?
1741807211	E5Gzf6sC9	其实我并不知道微博多少岁了，看到大家都说七周岁了，好吧，那就祝微博七周岁生日快乐！	NULL	In fact, I do not know how many years old micro-blog, to see everyone say seven years of age, and good, then I wish micro-blog seven years of age happy birthday!
1741887990	E5opBaCqV	今天我的「微博等级」又升一级，记录一下我在微博的成就	NULL	Today, my "micro-blog grade" or another level, to record what I have achieved in micro-blog
